n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,186.9270782470703,186.9270782470703,0.0,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,330.2586364746094,330.2586364746094,0.0,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,761.6865234375,761.6865234375,0.0,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,906.2680053710938,906.2680053710938,0.0,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1338.862548828125,1338.862548828125,0.0,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1483.7939453125,1483.7939453125,0.0,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,9
date,2019_Aug_16_1025
expName,viewing
psychopyVersion,3.1.2
frameRate,59.99510969781454
