n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,178.63514709472656,178.63514709472656,0.0,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,322.2993469238281,322.2993469238281,0.0,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,754.5614624023438,754.5614624023438,0.0,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,898.6925048828125,898.6925048828125,0.0,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1332.3709716796875,1332.3709716796875,0.0,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1475.7850341796875,1475.7850341796875,0.0,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,15
date,2019_Sep_04_1523
expName,viewing
psychopyVersion,3.1.2
frameRate,59.77390500664807
