n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,190.10565185546875,190.10565185546875,0.0,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,334.3540344238281,334.3540344238281,0.0,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,766.2318115234375,766.2318115234375,0.0,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,910.4299926757812,910.4299926757812,0.0,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1344.2745361328125,1344.2745361328125,0.0,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1489.1727294921875,1489.1727294921875,0.0,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,35
date,2020_Jan_08_1536
expName,viewing
psychopyVersion,3.1.2
frameRate,60.86227436107106
