n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,180.8352508544922,180.8352508544922,0.0,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,324.6119384765625,324.6119384765625,0.0,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,755.5573120117188,755.5573120117188,0.0,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,900.2386474609375,900.2386474609375,0.0,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1333.787353515625,1333.787353515625,0.0,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1478.29736328125,1478.29736328125,0.0,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1537
expName,viewing
psychopyVersion,3.1.2
frameRate,60.07964310456286
