n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,177.98988342285156,177.98988342285156,0.0,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,320.57171630859375,320.57171630859375,0.0,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,751.9494018554688,751.9494018554688,0.0,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,896.5142211914062,896.5142211914062,0.0,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1329.3255615234375,1329.3255615234375,0.0,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1474.3409423828125,1474.3409423828125,0.0,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,24
date,2019_Oct_31_1333
expName,viewing
psychopyVersion,3.1.2
frameRate,60.004179060942064
