n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,181.1785430908203,181.1785430908203,0.0,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,324.57208251953125,324.57208251953125,0.0,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,755.2001342773438,755.2001342773438,0.0,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,899.798828125,899.798828125,0.0,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1333.7935791015625,1333.7935791015625,0.0,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1478.657470703125,1478.657470703125,0.0,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,32
date,2019_Dec_06_1610
expName,viewing
psychopyVersion,3.1.2
frameRate,60.16958273893645
