n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,179.87916564941406,179.87916564941406,0.0,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,323.56048583984375,323.56048583984375,0.0,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,755.721923828125,755.721923828125,0.0,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,899.7200927734375,899.7200927734375,0.0,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1332.2479248046875,1332.2479248046875,0.0,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_mean,northCueImage.started_raw,northCueImage.started_std,northCueImage.stopped_raw,order
1.0,1476.4459228515625,1476.4459228515625,0.0,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
﻿n,northCueImage.started_raw,northCueImage.stopped_raw,order
1.0,,,0.0

extraInfo
session,001
participant,40
date,2020_Jan_22_0949
expName,viewing
psychopyVersion,3.1.2
frameRate,59.98998149903264
